1752872910.486256,0
1752872910.596357,0
1752872910.704006,0
1752872910.812492,0
1752872910.922559,0
1752872911.032295,0
1752872911.140245,0
1752872911.248528,0
1752872911.357183,0
1752872911.468245,0
1752872911.575841,0
1752872911.683869,0
1752872911.793276,0
1752872911.902025,0
1752872912.011324,8
1752872912.122791,8
1752872912.234598,3
1752872912.344820,8
1752872912.455165,8
1752872912.566676,8
1752872912.681512,9
1752872912.793149,7
1752872912.904330,6
1752872913.015262,6
1752872913.125731,6
1752872913.236485,17
1752872913.347767,13
1752872913.456988,16
1752872913.567212,11
1752872913.676994,6
1752872913.789501,15
1752872913.898962,16
1752872914.011894,14
1752872914.123759,10
1752872914.235334,12
1752872914.346894,9
1752872914.457501,6
1752872914.570446,5
1752872914.681630,8
1752872914.791446,9
1752872914.901392,9
1752872915.013146,8
1752872915.123351,8
1752872915.233462,8
1752872915.344457,9
1752872915.457469,6
1752872915.568063,6
1752872915.676925,8
1752872915.789963,8
1752872915.903312,9
1752872916.017500,9
1752872916.129645,9
1752872916.241086,8
1752872916.352142,10
1752872916.463388,9
1752872916.573729,9
1752872916.684618,8
1752872916.796017,8
1752872916.906328,8
1752872917.017681,9
1752872917.127427,8
1752872917.237943,8
1752872917.347801,9
1752872917.458060,8
1752872917.571268,8
1752872917.683760,9
1752872917.794141,10
1752872917.904399,8
1752872918.016508,9
1752872918.127786,9
1752872918.238444,8
1752872918.349030,8
1752872918.459909,9
1752872918.572225,10
1752872918.683404,8
1752872918.793821,9
1752872918.904252,10
1752872919.013923,9
1752872919.125230,9
1752872919.235729,8
1752872919.346512,8
1752872919.458235,9
1752872919.567244,8
1752872919.676355,8
1752872919.788476,9
1752872919.899035,9
1752872920.009739,9
1752872920.121345,9
1752872920.233040,9
1752872920.344380,9
1752872920.455530,9
1752872920.567683,10
1752872920.680120,8
1752872920.790790,9
1752872920.902216,9
1752872921.012423,8
1752872921.123233,9
1752872921.233383,8
1752872921.346313,8
1752872921.457859,8
1752872921.569971,8
1752872921.682098,9
1752872921.796484,9
1752872921.907981,8
1752872922.021052,9
1752872922.133258,8
1752872922.245613,8
1752872922.355899,9
1752872922.469816,9
1752872922.581752,8
1752872922.693300,10
1752872922.805955,10
1752872922.918584,8
1752872923.030727,9
1752872923.145519,9
1752872923.259294,9
1752872923.371890,9
1752872923.484797,8
1752872923.596940,9
1752872923.708501,8
1752872923.820204,9
1752872923.930063,13
1752872924.041893,12
1752872924.153456,14
1752872924.264436,8
1752872924.375078,15
1752872924.486418,8
1752872924.597534,10
1752872924.709586,11
1752872924.819574,8
1752872924.929841,10
1752872925.040146,9
1752872925.152089,10
1752872925.261943,8
1752872925.373102,10
1752872925.484721,9
1752872925.597452,8
1752872925.707781,9
1752872925.818075,8
1752872925.929218,9
1752872926.040023,8
1752872926.148046,9
1752872926.258499,9
1752872926.367953,9
1752872926.478625,8
1752872926.590397,9
1752872926.699877,8
1752872926.809691,9
1752872926.921083,9
1752872927.031178,8
1752872927.142407,9
1752872927.253507,9
1752872927.365577,10
1752872927.477379,8
1752872927.589594,10
1752872927.702136,9
1752872927.811896,10
1752872927.922817,9
1752872928.034323,10
1752872928.144686,9
1752872928.255111,10
1752872928.364959,8
1752872928.475981,9
1752872928.584298,9
1752872928.694269,9
1752872928.804830,8
1752872928.915095,9
1752872929.026330,9
1752872929.140259,8
1752872929.254359,10
1752872929.364882,8
1752872929.477400,9
1752872929.596601,9
1752872929.709904,9
1752872929.826040,9
1752872929.937311,9
1752872930.048998,8
1752872930.160734,10
1752872930.271086,9
1752872930.384253,8
1752872930.497396,8
1752872930.611787,8
1752872930.724905,8
1752872930.836858,8
1752872930.948215,8
1752872931.060894,8
1752872931.173515,8
1752872931.284553,10
1752872931.394023,10
1752872931.504866,7
1752872931.615535,9
1752872931.726837,8
1752872931.838628,9
1752872931.950013,8
1752872932.062051,8
1752872932.173153,8
1752872932.284644,8
1752872932.395956,8
1752872932.509419,9
1752872932.619304,8
1752872932.729102,8
1752872932.839918,9
1752872932.952911,9
1752872933.064540,10
1752872933.177196,9
1752872933.288002,8
1752872933.414082,9
1752872933.524573,9
1752872933.637078,8
1752872933.748594,9
1752872933.859389,9
1752872933.983712,8
1752872934.098175,9
1752872934.208079,9
1752872934.318657,12
1752872934.427789,8
1752872934.539539,9
1752872934.650203,12
1752872934.762318,7
1752872934.874166,8
1752872934.990587,8
1752872935.104399,9
1752872935.216908,8
1752872935.329715,9
1752872935.439806,8
1752872935.551563,8
1752872935.661697,8
1752872935.771020,8
1752872935.881637,9
1752872935.992964,9
1752872936.104171,9
1752872936.215038,8
1752872936.328357,8
1752872936.441653,8
1752872936.555718,8
1752872936.669302,8
1752872936.782781,8
1752872936.894071,8
1752872937.005393,9
1752872937.121695,8
1752872937.235348,9
1752872937.346205,8
1752872937.460386,8
1752872937.574001,9
1752872937.684546,8
1752872937.795067,8
1752872937.906370,8
1752872938.017501,8
1752872938.126741,8
1752872938.236491,8
1752872938.345384,9
1752872938.454476,9
1752872938.565465,8
1752872938.676339,8
1752872938.788481,8
1752872938.899798,8
1752872939.013085,9
1752872939.122708,9
1752872939.235837,8
1752872939.348539,8
1752872939.461867,9
1752872939.575628,8
1752872939.687535,8
1752872939.799128,8
1752872939.911378,8
1752872940.025452,8
1752872940.138700,8
1752872940.254236,8
1752872940.369368,7
1752872940.484478,9
1752872940.597013,8
1752872940.710925,8
1752872940.824622,8
1752872940.939446,8
1752872941.050941,9
1752872941.164483,8
1752872941.279212,8
1752872941.392325,7
1752872941.509343,10
1752872941.622752,8
1752872941.734344,8
1752872941.845994,8
1752872941.959005,9
1752872942.073868,8
1752872942.189481,8
1752872942.301106,9
1752872942.414222,8
1752872942.524909,9
1752872942.637048,9
1752872942.750046,9
1752872942.866054,8
1752872942.977411,9
1752872943.088277,8
1752872943.196959,8
1752872943.308189,8
1752872943.421383,6
1752872943.533165,8
1752872943.645099,8
1752872943.755995,8
1752872943.867026,8
1752872943.978181,8
1752872944.089599,8
1752872944.199267,8
1752872944.308368,9
1752872944.418388,9
1752872944.528241,8
1752872944.638449,7
1752872944.749583,9
1752872944.860867,11
1752872944.971189,12
1752872945.081829,8
1752872945.192349,7
1752872945.303644,8
1752872945.414393,8
1752872945.526727,9
1752872945.638476,8
1752872945.751171,9
1752872945.861908,8
