1752190101.993790,0
1752190102.125116,10
1752190102.269626,10
1752190102.416755,12
1752190102.545800,11
1752190102.676182,11
1752190102.797098,8
1752190102.921077,9
1752190103.048331,9
1752190103.176646,9
1752190103.316489,15
1752190103.444966,17
1752190103.576143,17
1752190103.704546,22
1752190103.842925,30
1752190104.015834,31
1752190104.149504,32
1752190104.275911,32
1752190104.396763,25
1752190104.525120,20
1752190104.657357,14
1752190104.787821,6
1752190104.939560,13
1752190105.080304,15
1752190105.217200,20
1752190105.338288,20
1752190105.462163,20
1752190105.589096,22
1752190105.718575,22
1752190105.860873,22
1752190106.018846,22
1752190106.148037,21
1752190106.273994,13
1752190106.396911,10
1752190106.533344,7
1752190106.655816,8
1752190106.788723,10
1752190106.908665,14
1752190107.038272,24
1752190107.177522,24
1752190107.316812,25
1752190107.455258,24
1752190107.585364,24
1752190107.712452,24
1752190107.844256,24
1752190107.971315,25
1752190108.093477,20
1752190108.226406,13
1752190108.382417,10
1752190108.506752,7
1752190108.640106,6
1752190108.766887,5
1752190108.902649,6
1752190109.031000,6
1752190109.171563,6
1752190109.297926,6
1752190109.423292,6
1752190109.548245,7
1752190109.680766,7
1752190109.810944,7
1752190109.989801,6
1752190110.121364,6
1752190110.257642,7
1752190110.405026,6
1752190110.536434,7
1752190110.669837,8
1752190110.801495,8
1752190110.929342,7
1752190111.062246,7
1752190111.190661,7
1752190111.329063,7
1752190111.457918,7
1752190111.598056,6
1752190111.744433,6
1752190111.897169,6
1752190112.033143,7
1752190112.159954,4
1752190112.290189,2
1752190112.423719,3
1752190112.552799,6
1752190112.689028,8
1752190112.818190,9
1752190112.948054,10
1752190113.094281,10
1752190113.222112,10
1752190113.351452,11
1752190113.480422,10
1752190113.617858,16
1752190113.756143,18
1752190113.889927,20
1752190114.033150,27
1752190114.157644,30
1752190114.299028,32
1752190114.434574,31
1752190114.558888,33
1752190114.712267,33
1752190114.837570,26
1752190114.967874,25
1752190115.091688,17
1752190115.226995,12
1752190115.352833,10
1752190115.487911,17
1752190115.620078,19
1752190115.756611,21
1752190115.885437,28
1752190116.010567,28
1752190116.139295,32
1752190116.267945,32
1752190116.397569,32
1752190116.525838,32
1752190116.664118,27
1752190116.801121,24
1752190116.929208,19
1752190117.090131,11
1752190117.222048,11
1752190117.379658,15
1752190117.529901,17
1752190117.661271,20
1752190117.802873,25
1752190117.933556,26
1752190118.057668,26
1752190118.187363,29
1752190118.309731,29
1752190118.439972,31
1752190118.564307,31
1752190118.691588,29
1752190118.820184,23
1752190118.964082,15
1752190119.104179,14
1752190119.237489,10
1752190119.360822,9
1752190119.489552,9
1752190119.617459,10
1752190119.745946,9
1752190119.875782,10
1752190120.006521,10
1752190120.136830,9
1752190120.264321,9
1752190120.386163,10
1752190120.564095,8
1752190120.696312,9
1752190120.826259,9
1752190120.972656,8
1752190121.104927,10
1752190121.240412,9
1752190121.365752,9
1752190121.492435,8
1752190121.620511,9
1752190121.749452,8
1752190121.874864,10
1752190121.997089,9
1752190122.138341,9
1752190122.273384,9
1752190122.398400,6
1752190122.522585,3
1752190122.661566,2
1752190122.797015,4
1752190122.929384,7
1752190123.055722,10
1752190123.219962,10
1752190123.350587,12
1752190123.492793,11
1752190123.633007,13
1752190123.780622,12
1752190123.925466,12
1752190124.062726,11
1752190124.214555,12
1752190124.344065,17
1752190124.519490,19
1752190124.652664,22
1752190124.777846,27
1752190124.899021,28
1752190125.025968,31
1752190125.169767,34
1752190125.293453,36
1752190125.416434,37
1752190125.537997,36
1752190125.670116,29
1752190125.798405,25
1752190125.924703,21
1752190126.083429,13
1752190126.210852,13
1752190126.340409,16
1752190126.470585,14
1752190126.601858,20
1752190126.724553,25
1752190126.860457,30
1752190127.001334,30
1752190127.169598,32
1752190127.292608,33
1752190127.412582,33
1752190127.560454,34
1752190127.705559,24
1752190127.831286,24
1752190127.958828,17
1752190128.134434,12
1752190128.273497,15
1752190128.405735,16
1752190128.538003,19
1752190128.665669,25
1752190128.795716,26
1752190128.927704,28
1752190129.052593,28
1752190129.178030,30
1752190129.316383,31
1752190129.448858,31
1752190129.573274,31
1752190129.721968,28
1752190129.851712,22
1752190129.986404,16
1752190130.159966,10
1752190130.294883,11
1752190130.419348,12
1752190130.540332,9
1752190130.668402,10
1752190130.792283,10
1752190130.926167,10
1752190131.045140,12
1752190131.172685,9
1752190131.306126,10
1752190131.440535,12
1752190131.565667,9
1752190131.691668,9
1752190131.821723,10
1752190131.953545,10
1752190132.083840,9
1752190132.213085,11
1752190132.347708,11
1752190132.477051,11
1752190132.608240,11
1752190132.733005,7
1752190132.852855,3
1752190132.982385,3
1752190133.103839,4
1752190133.255584,7
1752190133.382404,8
1752190133.513640,9
1752190133.655665,11
1752190133.787913,13
1752190133.917276,13
1752190134.051696,12
1752190134.177189,13
1752190134.304403,13
1752190134.435676,11
1752190134.566645,11
1752190134.691496,12
1752190134.818652,11
1752190134.940135,9
1752190135.076304,10
1752190135.204015,12
1752190135.332714,16
1752190135.456362,17
1752190135.577565,21
1752190135.705500,25
1752190135.835526,28
1752190135.965344,28
1752190136.091345,30
1752190136.216038,33
1752190136.341899,34
1752190136.461721,34
1752190136.589851,29
1752190136.718033,27
1752190136.848449,21
1752190136.994895,14
1752190137.144286,12
1752190137.278750,12
1752190137.404070,17
1752190137.565379,20
1752190137.690226,24
1752190137.816919,27
1752190137.944494,28
1752190138.068579,32
1752190138.198505,33
1752190138.325106,33
1752190138.465578,35
1752190138.593947,33
1752190138.732886,27
1752190138.864365,23
1752190138.996358,16
1752190139.134002,13
1752190139.260988,10
1752190139.382305,17
1752190139.510525,16
1752190139.642059,21
1752190139.769275,22
1752190139.893857,28
1752190140.018434,28
1752190140.145074,30
1752190140.268992,33
1752190140.403069,32
1752190140.530203,34
1752190140.658459,29
1752190140.784824,27
1752190140.910538,21
1752190141.036423,14
1752190141.168823,14
1752190141.313881,8
1752190141.451210,11
1752190141.577224,8
1752190141.704216,8
1752190141.834332,10
1752190141.966573,8
1752190142.092789,7
1752190142.216905,9
1752190142.349166,10
1752190142.486612,9
1752190142.614769,9
1752190142.739751,10
1752190142.902853,10
1752190143.029379,8
1752190143.155991,3
1752190143.303656,1
1752190143.444846,4
1752190143.575723,8
1752190143.701691,6
1752190143.850021,7
1752190143.980956,6
1752190144.135536,8
1752190144.260278,8
1752190144.380742,10
1752190144.528041,9
1752190144.678005,9
1752190144.817722,9
1752190144.945970,8
1752190145.088294,9
1752190145.245575,9
1752190145.380847,10
1752190145.513625,11
1752190145.674211,9
1752190145.802520,11
1752190145.932708,8
1752190146.118694,9
1752190146.242495,10
1752190146.369670,16
1752190146.495904,15
1752190146.630632,21
1752190146.761128,25
1752190146.889565,26
1752190147.023541,29
1752190147.165968,31
1752190147.288683,32
1752190147.416818,34
1752190147.542370,33
1752190147.670805,25
1752190147.799968,24
1752190147.927499,16
1752190148.072168,14
1752190148.198714,11
1752190148.324003,17
1752190148.456418,17
1752190148.596610,22
1752190148.728245,27
1752190148.856877,28
1752190148.991856,31
1752190149.118109,32
1752190149.244826,32
1752190149.370087,34
1752190149.496183,27
1752190149.618422,24
1752190149.763558,19
1752190149.924835,13
1752190150.050262,10
1752190150.192400,16
1752190150.317709,18
1752190150.445556,21
1752190150.570353,24
1752190150.700550,26
1752190150.825610,28
1752190150.974900,28
1752190151.099845,28
1752190151.240803,31
1752190151.383266,32
1752190151.521318,27
1752190151.658322,22
1752190151.804343,13
1752190151.932790,13
1752190152.088425,9
1752190152.251667,8
1752190152.379621,10
1752190152.511013,9
1752190152.640272,9
1752190152.765830,11
1752190152.898357,10
1752190153.028413,9
1752190153.168032,9
1752190153.312603,10
1752190153.433100,3
1752190153.555736,2
1752190153.686274,4
1752190153.812115,6
1752190153.962071,8
1752190154.086043,10
1752190154.213619,10
1752190154.336224,11
1752190154.466112,12
1752190154.594621,14
1752190154.738332,14
1752190154.874782,12
1752190155.016261,13
1752190155.163237,11
1752190155.300744,11
1752190155.429399,10
1752190155.553378,12
1752190155.678429,12
1752190155.825634,11
1752190155.982175,10
1752190156.120677,11
1752190156.257149,8
1752190156.453727,11
1752190156.600486,9
1752190156.722996,10
1752190156.864445,10
1752190157.000618,11
1752190157.136955,18
1752190157.274452,18
1752190157.402723,20
1752190157.523814,24
1752190157.649077,28
1752190157.775536,29
1752190157.898135,32
1752190158.019674,34
1752190158.141737,34
1752190158.271604,35
1752190158.397639,35
1752190158.541409,29
1752190158.667602,26
1752190158.794533,21
1752190158.932270,15
1752190159.062238,12
1752190159.210478,19
1752190159.357316,19
1752190159.479717,23
1752190159.621329,24
1752190159.750444,29
1752190159.875966,31
1752190160.015033,35
1752190160.164635,37
1752190160.299818,36
1752190160.425286,39
1752190160.548779,31
1752190160.686895,26
1752190160.825182,20
1752190161.003159,15
1752190161.130648,12
1752190161.270846,17
1752190161.394575,15
1752190161.521120,22
1752190161.650047,23
1752190161.797399,27
1752190161.920368,27
1752190162.076965,32
1752190162.204875,33
1752190162.346245,33
1752190162.467824,33
1752190162.588584,31
1752190162.733315,28
1752190162.869351,19
1752190163.019784,14
1752190163.160216,11
1752190163.293553,9
1752190163.440063,12
1752190163.586035,9
1752190163.745918,4
1752190163.878941,2
1752190164.014180,2
1752190164.137851,5
1752190164.264777,9
1752190164.385896,7
1752190164.508713,8
1752190164.633489,8
1752190164.770255,8
1752190164.901453,9
